# n_walkers  100  n_cull  1  simple log(alpha)  -0.009950330853167877
#   T     log_Z(T)      F(T)        U(T)       Cvp(T)    low_pct_i(T) mode_i(T) high_pct_i(T) low_pct_iter(T)  mode_iter(T)   high_pct_iter(T) Z_fract(T)
   1795    -43.4576   -0.118851   -0.209745 6.87255e-05      442      957     1804             442             957            1804 0.943167
   1800     -43.359   -0.118599   -0.209403 6.84181e-05      442      957     1799             442             957            1799 0.942885
   1805    -43.2609   -0.118347   -0.209061 6.81166e-05      440      957     1787             440             957            1787 0.94192
   1810    -43.1633   -0.118096   -0.208721 6.78208e-05      426      957     1785             426             957            1785 0.944003
   1815    -43.0661   -0.117846   -0.208383 6.75308e-05      426      957     1782             426             957            1782 0.94401
   1820    -42.9694   -0.117597   -0.208046 6.72463e-05      426      957     1779             426             957            1779 0.943997
   1825    -42.8732   -0.117349   -0.207711 6.69671e-05      424      957     1775             424             957            1775 0.944109
   1830    -42.7773   -0.117102   -0.207376 6.66933e-05      416      957     1773             416             957            1773 0.945347
   1835     -42.682   -0.116856   -0.207044 6.64246e-05      415      957     1765             415             957            1765 0.944762
   1840     -42.587   -0.116611   -0.206712  6.6161e-05      415      957     1761             415             957            1761 0.944582
   1845    -42.4925   -0.116366   -0.206382 6.59023e-05      406      957     1751             406             957            1751 0.944834
   1850    -42.3985   -0.116123   -0.206053 6.56484e-05      405      957     1749             405             957            1749 0.945085
   1855    -42.3048    -0.11588   -0.205725 6.53992e-05      403      957     1747             403             957            1747 0.945467
   1860    -42.2116   -0.115639   -0.205399 6.51546e-05      400      950     1745             400             950            1745 0.945978
   1865    -42.1188   -0.115398   -0.205074 6.49145e-05      398      950     1735             398             950            1735 0.945228
   1870    -42.0265   -0.115158    -0.20475 6.46787e-05      398      950     1733             398             950            1733 0.945304
   1875    -41.9346   -0.114919   -0.204427 6.44472e-05      387      950     1731             387             950            1731 0.946929
   1880     -41.843    -0.11468   -0.204105 6.42199e-05      384      950     1719             384             950            1719 0.946047
   1885    -41.7519   -0.114443   -0.203785 6.39966e-05      382      950     1717             382             950            1717 0.94642
   1890    -41.6612   -0.114206   -0.203465 6.37773e-05      372      950     1716             372             950            1716 0.94805
   1895     -41.571   -0.113971   -0.203147 6.35619e-05      365      950     1706             365             950            1706 0.94803
   1900    -41.4811   -0.113736    -0.20283 6.33503e-05      354      950     1703             354             950            1703 0.949548
   1905    -41.3916   -0.113502   -0.202514 6.31423e-05      354      950     1701             354             950            1701 0.949675
   1910    -41.3025   -0.113268   -0.202198  6.2938e-05      353      950     1698             353             950            1698 0.94979
   1915    -41.2138   -0.113036   -0.201884 6.27372e-05      348      950     1688             348             950            1688 0.949492
   1920    -41.1256   -0.112805   -0.201571 6.25398e-05      345      861     1681             345             861            1681 0.949346
   1925    -41.0377   -0.112574   -0.201259 6.23457e-05      345      861     1678             345             861            1678 0.949326
   1930    -40.9502   -0.112344   -0.200948 6.21549e-05      345      861     1677             345             861            1677 0.949576
   1935     -40.863   -0.112115   -0.200637 6.19673e-05      345      861     1673             345             861            1673 0.949389
   1940    -40.7763   -0.111886   -0.200328 6.17828e-05      338      861     1671             338             861            1671 0.950477
   1945      -40.69   -0.111659   -0.200019 6.16013e-05      338      861     1666             338             861            1666 0.950141
   1950     -40.604   -0.111432   -0.199712 6.14227e-05      337      861     1664             337             861            1664 0.950366
   1955    -40.5184   -0.111206   -0.199405 6.12471e-05      334      861     1661             334             861            1661 0.950724
   1960    -40.4332   -0.110981   -0.199099 6.10742e-05      332      861     1659             332             861            1659 0.951079
   1965    -40.3483   -0.110756   -0.198794  6.0904e-05      332      861     1657             332             861            1657 0.951137
   1970    -40.2638   -0.110533    -0.19849 6.07365e-05      330      861     1654             330             861            1654 0.951328
   1975    -40.1797    -0.11031   -0.198187 6.05716e-05      329      861     1651             329             861            1651 0.951372
   1980     -40.096   -0.110088   -0.197885 6.04093e-05      323      861     1645             323             861            1645 0.951698
   1985    -40.0126   -0.109867   -0.197583 6.02494e-05      323      861     1644             323             861            1644 0.951886
   1990    -39.9295   -0.109646   -0.197282 6.00918e-05      322      861     1642             322             861            1642 0.952062
   1995    -39.8468   -0.109426   -0.196982 5.99367e-05      320      861     1640             320             861            1640 0.952372
   2000    -39.7645   -0.109207   -0.196683 5.97837e-05      320      861     1632             320             861            1632 0.951531
   2005    -39.6826   -0.108989   -0.196384  5.9633e-05      314      861     1624             314             861            1624 0.951565
   2010    -39.6009   -0.108771   -0.196086 5.94845e-05      306      861     1617             306             861            1617 0.952036
   2015    -39.5197   -0.108554   -0.195789  5.9338e-05      303      861     1615             303             861            1615 0.952519
   2020    -39.4387   -0.108338   -0.195493 5.91936e-05      303      861     1613             303             861            1613 0.952569
   2025    -39.3581   -0.108123   -0.195197 5.90512e-05      297      861     1607             297             861            1607 0.952904
   2030    -39.2779   -0.107908   -0.194903 5.89107e-05      289      861     1605             289             861            1605 0.954121
   2035     -39.198   -0.107694   -0.194608  5.8772e-05      289      861     1603             289             861            1603 0.954186
   2040    -39.1184   -0.107481   -0.194315 5.86352e-05      288      861     1598             288             861            1598 0.953957
   2045    -39.0392   -0.107269   -0.194022 5.85002e-05      288      861     1596             288             861            1596 0.954009
   2050    -38.9603   -0.107057    -0.19373 5.83669e-05      282      861     1595             282             861            1595 0.955071
   2055    -38.8817   -0.106846   -0.193438 5.82352e-05      280      861     1593             280             861            1593 0.955412
   2060    -38.8034   -0.106636   -0.193147 5.81052e-05      280      861     1591             280             861            1591 0.955458
   2065    -38.7255   -0.106426   -0.192857 5.79768e-05      280      861     1589             280             861            1589 0.955493
   2070    -38.6479   -0.106217   -0.192568 5.78499e-05      277      861     1588             277             861            1588 0.956101
   2075    -38.5706   -0.106009   -0.192279 5.77246e-05      277      861     1585             277             861            1585 0.955984
   2080    -38.4936   -0.105801    -0.19199 5.76006e-05      274      861     1584             274             861            1584 0.956582
   2085     -38.417   -0.105594   -0.191703 5.74781e-05      273      861     1582             273             861            1582 0.956743
   2090    -38.3407   -0.105388   -0.191416 5.73569e-05      272      861     1580             272             861            1580 0.956897
   2095    -38.2646   -0.105183   -0.191129 5.72371e-05      271      861     1579             271             861            1579 0.95719
   2100    -38.1889   -0.104978   -0.190843 5.71185e-05      270      861     1573             270             861            1573 0.95676
   2105    -38.1135   -0.104774   -0.190558 5.70012e-05      267      861     1570             267             861            1570 0.95705
   2110    -38.0384   -0.104571   -0.190273 5.68851e-05      267      861     1568             267             861            1568 0.957051
   2115    -37.9637   -0.104368   -0.189989 5.67702e-05      257      861     1565             257             861            1565 0.958328
   2120    -37.8892   -0.104166   -0.189706 5.66564e-05      254      861     1564             254             861            1564 0.958917
   2125     -37.815   -0.103964   -0.189423 5.65437e-05      254      861     1560             254             861            1560 0.958647
   2130    -37.7411   -0.103764    -0.18914 5.64321e-05      253      861     1558             253             861            1558 0.958803
   2135    -37.6675   -0.103563   -0.188858 5.63215e-05      253      861     1557             253             861            1557 0.958951
   2140    -37.5942   -0.103364   -0.188577 5.62119e-05      252      861     1555             252             861            1555 0.959092
   2145    -37.5212   -0.103165   -0.188296 5.61033e-05      252      861     1554             252             861            1554 0.959227
   2150    -37.4485   -0.102967   -0.188016 5.59956e-05      251      861     1553             251             861            1553 0.959497
   2155    -37.3761    -0.10277   -0.187736 5.58888e-05      251      861     1551             251             861            1551 0.959475
   2160    -37.3039   -0.102573   -0.187457 5.57829e-05      245      861     1548             245             861            1548 0.960171
   2165    -37.2321   -0.102377   -0.187178 5.56779e-05      245      861     1547             245             861            1547 0.960296
   2170    -37.1605   -0.102181     -0.1869 5.55736e-05      243      861     1546             243             861            1546 0.960698
   2175    -37.0893   -0.101986   -0.186623 5.54702e-05      241      861     1545             241             861            1545 0.961098
   2180    -37.0183   -0.101792   -0.186345 5.53675e-05      240      861     1543             240             861            1543 0.961214
   2185    -36.9475   -0.101598   -0.186069 5.52655e-05      239      861     1537             239             861            1537 0.960763
   2190    -36.8771   -0.101405   -0.185793 5.51643e-05      238      861     1535             238             861            1535 0.960876
   2195    -36.8069   -0.101213   -0.185517 5.50637e-05      238      861     1534             238             861            1534 0.960983
   2200     -36.737   -0.101021   -0.185242 5.49638e-05      237      861     1532             237             861            1532 0.961086
   2205    -36.6674    -0.10083   -0.184968 5.48645e-05      233      805     1531             233             805            1531 0.961755
   2210    -36.5981    -0.10064   -0.184694 5.47658e-05      227      805     1529             227             805            1529 0.96256
   2215     -36.529    -0.10045    -0.18442 5.46678e-05      227      805     1526             227             805            1526 0.96239
   2220    -36.4602   -0.100261   -0.184147 5.45702e-05      227      805     1522             227             805            1522 0.962077
   2225    -36.3916   -0.100072   -0.183874 5.44733e-05      226      805     1520             226             805            1520 0.962183
   2230    -36.3233  -0.0998841   -0.183602 5.43768e-05      223      805     1516             223             805            1516 0.962287
   2235    -36.2553  -0.0996967   -0.183331 5.42809e-05      219      805     1514             219             805            1514 0.962821
   2240    -36.1876  -0.0995099   -0.183059 5.41854e-05      219      805     1510             219             805            1510 0.962512
   2245    -36.1201  -0.0993237   -0.182789 5.40904e-05      219      805     1508             219             805            1508 0.962481
   2250    -36.0528  -0.0991381   -0.182518 5.39958e-05      219      805     1506             219             805            1506 0.962444
   2255    -35.9858  -0.0989531   -0.182249 5.39017e-05      219      805     1505             219             805            1505 0.962544
   2260    -35.9191  -0.0987687   -0.181979 5.38079e-05      215      805     1503             215             805            1503 0.963066
   2265    -35.8526  -0.0985849   -0.181711 5.37146e-05      214      805     1501             214             805            1501 0.963166
   2270    -35.7864  -0.0984017   -0.181442 5.36216e-05      212      773     1500             212             773            1500 0.963544
   2275    -35.7204  -0.0982191   -0.181174  5.3529e-05      212      773     1498             212             773            1498 0.963498
   2280    -35.6547  -0.0980371   -0.180907 5.34367e-05      212      773     1496             212             773            1496 0.963448
   2285    -35.5892  -0.0978556    -0.18064 5.33447e-05      212      773     1493             212             773            1493 0.963252
   2290     -35.524  -0.0976748   -0.180374  5.3253e-05      212      773     1492             212             773            1492 0.963333
   2295     -35.459  -0.0974945   -0.180107 5.31617e-05      205      773     1491             205             773            1491 0.9644
   2300    -35.3942  -0.0973148   -0.179842 5.30706e-05      205      773     1490             205             773            1490 0.964487
   2305    -35.3297  -0.0971357   -0.179577 5.29797e-05      204      773     1488             204             773            1488 0.964569
   2310    -35.2654  -0.0969572   -0.179312 5.28891e-05      203      773     1485             203             773            1485 0.964511
   2315    -35.2014  -0.0967792   -0.179048 5.27988e-05      200      773     1483             200             773            1483 0.964873
   2320    -35.1376  -0.0966018   -0.178784 5.27086e-05      200      773     1482             200             773            1482 0.964956
   2325    -35.0741  -0.0964249   -0.178521 5.26187e-05      199      773     1480             199             773            1480 0.965033
   2330    -35.0107  -0.0962487   -0.178258 5.25289e-05      197      680     1478             197             680            1478 0.965248
   2335    -34.9477   -0.096073   -0.177996 5.24394e-05      197      680     1477             197             680            1477 0.965324
   2340    -34.8848  -0.0958978   -0.177734   5.235e-05      196      680     1474             196             680            1474 0.965256
   2345    -34.8222  -0.0957233   -0.177472 5.22608e-05      195      680     1473             195             680            1473 0.96547
   2350    -34.7598  -0.0955492   -0.177211 5.21717e-05      194      680     1471             194             680            1471 0.965539
   2355    -34.6976  -0.0953758    -0.17695 5.20828e-05      194      680     1468             194             680            1468 0.965322
   2360    -34.6357  -0.0952028    -0.17669  5.1994e-05      193      680     1465             193             680            1465 0.965245
   2365    -34.5739  -0.0950305    -0.17643 5.19053e-05      193      680     1463             193             680            1463 0.965167
   2370    -34.5124  -0.0948586   -0.176171 5.18167e-05      192      680     1458             192             680            1458 0.964805
   2375    -34.4512  -0.0946874   -0.175912 5.17283e-05      191      680     1456             191             680            1456 0.96487
   2380    -34.3901  -0.0945166   -0.175654 5.16399e-05      190      680     1455             190             680            1455 0.965074
   2385    -34.3293  -0.0943465   -0.175396 5.15516e-05      189      680     1453             189             680            1453 0.965134
   2390    -34.2687  -0.0941768   -0.175138 5.14634e-05      179      680     1452             179             680            1452 0.966626
   2395    -34.2083  -0.0940077   -0.174881 5.13753e-05      179      680     1448             179             680            1448 0.966275
   2400    -34.1481  -0.0938391   -0.174625 5.12872e-05      178      680     1446             178             680            1446 0.966351
   2405    -34.0881  -0.0936711   -0.174368 5.11991e-05      178      680     1444             178             680            1444 0.966282
   2410    -34.0284  -0.0935036   -0.174113 5.11111e-05      175      680     1442             175             680            1442 0.966643
   2415    -33.9689  -0.0933366   -0.173857 5.10232e-05      174      680     1441             174             680            1441 0.966862
   2420    -33.9095  -0.0931702   -0.173602 5.09353e-05      174      680     1438             174             680            1438 0.96665
   2425    -33.8504  -0.0930043   -0.173348 5.08474e-05      174      680     1437             174             680            1437 0.966721
   2430    -33.7915  -0.0928389   -0.173094 5.07595e-05      172      680     1434             172             680            1434 0.966792
   2435    -33.7328   -0.092674    -0.17284 5.06716e-05      172      680     1433             172             680            1433 0.966862
   2440    -33.6743  -0.0925096   -0.172587 5.05838e-05      172      668     1431             172             668            1431 0.966784
   2445     -33.616  -0.0923458   -0.172334 5.04959e-05      172      668     1430             172             668            1430 0.966846
   2450     -33.558  -0.0921825   -0.172082 5.04081e-05      172      668     1426             172             668            1426 0.966474
   2455    -33.5001  -0.0920197    -0.17183 5.03202e-05      172      668     1424             172             668            1424 0.966389
   2460    -33.4424  -0.0918574   -0.171579 5.02323e-05      172      668     1422             172             668            1422 0.9663
   2465    -33.3849  -0.0916956   -0.171328 5.01444e-05      172      668     1420             172             668            1420 0.966208
   2470    -33.3277  -0.0915343   -0.171077 5.00565e-05      171      668     1418             171             668            1418 0.966259
   2475    -33.2706  -0.0913736   -0.170827 4.99686e-05      170      668     1417             170             668            1417 0.966456
   2480    -33.2137  -0.0912133   -0.170578 4.98806e-05      170      668     1415             170             668            1415 0.966358
   2485    -33.1571  -0.0910536   -0.170329 4.97926e-05      170      668     1414             170             668            1414 0.966403
   2490    -33.1006  -0.0908943    -0.17008 4.97046e-05      165      668     1413             165             668            1413 0.967168
   2495    -33.0443  -0.0907355   -0.169832 4.96165e-05      162      668     1410             162             668            1410 0.967361
   2500    -32.9882  -0.0905773   -0.169584 4.95284e-05      159      668     1408             159             668            1408 0.967706
   2505    -32.9323  -0.0904195   -0.169336 4.94402e-05      158      668     1407             158             668            1407 0.967909
   2510    -32.8766  -0.0902622   -0.169089  4.9352e-05      158      668     1406             158             668            1406 0.967964
   2515    -32.8211  -0.0901055   -0.168843 4.92638e-05      157      668     1404             157             668            1404 0.968019
   2520    -32.7657  -0.0899492   -0.168597 4.91754e-05      156      668     1402             156             668            1402 0.968073
   2525    -32.7106  -0.0897934   -0.168351 4.90871e-05      156      668     1401             156             668            1401 0.968125
   2530    -32.6556  -0.0896381   -0.168106 4.89986e-05      156      668     1400             156             668            1400 0.968173
   2535    -32.6009  -0.0894832   -0.167861 4.89102e-05      155      668     1397             155             668            1397 0.968075
   2540    -32.5463  -0.0893289   -0.167617 4.88216e-05      155      668     1396             155             668            1396 0.968122
   2545    -32.4919   -0.089175   -0.167373  4.8733e-05      155      668     1393             155             668            1393 0.967875
   2550    -32.4377  -0.0890216   -0.167129 4.86443e-05      154      668     1392             154             668            1392 0.968065
   2555    -32.3837  -0.0888687   -0.166886 4.85556e-05      154      668     1391             154             668            1391 0.968106
   2560    -32.3298  -0.0887163   -0.166644 4.84667e-05      154      668     1388             154             668            1388 0.967854
   2565    -32.2761  -0.0885643   -0.166402 4.83779e-05      154      668     1378             154             668            1378 0.966597
   2570    -32.2227  -0.0884128    -0.16616 4.82889e-05      153      668     1376             153             668            1376 0.966644
   2575    -32.1693  -0.0882618   -0.165919 4.81999e-05      153      668     1375             153             668            1375 0.966689
   2580    -32.1162  -0.0881112   -0.165678 4.81108e-05      153      668     1374             153             668            1374 0.966732
   2585    -32.0633  -0.0879611   -0.165438 4.80216e-05      153      668     1370             153             668            1370 0.966336
   2590    -32.0105  -0.0878115   -0.165198 4.79324e-05      153      668     1367             153             668            1367 0.966084
   2595    -31.9579  -0.0876623   -0.164958 4.78431e-05      152      668     1366             152             668            1366 0.96627
   2600    -31.9055  -0.0875136   -0.164719 4.77537e-05      152      668     1366             152             668            1366 0.966452
   2605    -31.8532  -0.0873654   -0.164481 4.76642e-05      152      668     1365             152             668            1365 0.966486
   2610    -31.8011  -0.0872176   -0.164243 4.75747e-05      149      668     1362             149             668            1362 0.966664
   2615    -31.7492  -0.0870703   -0.164005 4.74851e-05      149      668     1361             149             668            1361 0.966699
   2620    -31.6975  -0.0869234   -0.163768 4.73954e-05      145      572     1360             145             572            1360 0.967318
   2625    -31.6459   -0.086777   -0.163531 4.73057e-05      143      572     1348             143             572            1348 0.966058
   2630    -31.5945   -0.086631   -0.163295 4.72158e-05      143      572     1347             143             572            1347 0.966109
   2635    -31.5433  -0.0864855   -0.163059 4.71259e-05      141      572     1346             141             572            1346 0.966452
   2640    -31.4922  -0.0863404   -0.162824  4.7036e-05      141      572     1344             141             572            1344 0.966355
   2645    -31.4413  -0.0861958   -0.162589 4.69459e-05      141      572     1343             141             572            1343 0.966401
   2650    -31.3906  -0.0860516   -0.162354 4.68558e-05      140      572     1342             140             572            1342 0.966594
   2655      -31.34  -0.0859078    -0.16212 4.67656e-05      139      572     1340             139             572            1340 0.966638
   2660    -31.2896  -0.0857645   -0.161886 4.66754e-05      139      572     1338             139             572            1338 0.966534
   2665    -31.2394  -0.0856217   -0.161653 4.65851e-05      139      572     1336             139             572            1336 0.966429
   2670    -31.1893  -0.0854792   -0.161421 4.64947e-05      139      572     1335             139             572            1335 0.966468
   2675    -31.1394  -0.0853372   -0.161188 4.64042e-05      139      572     1334             139             572            1334 0.966504
   2680    -31.0896  -0.0851957   -0.160957 4.63137e-05      139      572     1332             139             572            1332 0.966389
   2685      -31.04  -0.0850545   -0.160725 4.62231e-05      139      572     1331             139             572            1331 0.96642
   2690    -30.9906  -0.0849138   -0.160494 4.61325e-05      137      572     1329             137             572            1329 0.966597
   2695    -30.9413  -0.0847736   -0.160264 4.60418e-05      137      572     1325             137             572            1325 0.966185
   2700    -30.8922  -0.0846337   -0.160034  4.5951e-05      137      572     1324             137             572            1324 0.966216
   2705    -30.8432  -0.0844943   -0.159804 4.58602e-05      135      572     1323             135             572            1323 0.966544
   2710    -30.7944  -0.0843553   -0.159575 4.57693e-05      135      572     1321             135             572            1321 0.966424
   2715    -30.7458  -0.0842167   -0.159347 4.56784e-05      135      572     1320             135             572            1320 0.966451
   2720    -30.6973  -0.0840786   -0.159119 4.55874e-05      132      572     1318             132             572            1318 0.96678
   2725    -30.6489  -0.0839409   -0.158891 4.54963e-05      131      572     1317             131             572            1317 0.966959
   2730    -30.6007  -0.0838036   -0.158664 4.54053e-05      130      572     1316             130             572            1316 0.967137
   2735    -30.5527  -0.0836667   -0.158437 4.53141e-05      129      572     1315             129             572            1315 0.967315
   2740    -30.5048  -0.0835302    -0.15821 4.52229e-05      129      572     1314             129             572            1314 0.967341
   2745     -30.457  -0.0833941   -0.157985 4.51317e-05      129      572     1313             129             572            1313 0.967365
   2750    -30.4095  -0.0832584   -0.157759 4.50404e-05      128      572     1305             128             572            1305 0.966494
   2755     -30.362  -0.0831232   -0.157534 4.49491e-05      128      572     1304             128             572            1304 0.966523
   2760    -30.3147  -0.0829883    -0.15731 4.48577e-05      128      572     1302             128             572            1302 0.966399
   2765    -30.2676  -0.0828539   -0.157086 4.47663e-05      128      572     1299             128             572            1299 0.966124
   2770    -30.2206  -0.0827199   -0.156862 4.46749e-05      127      572     1298             127             572            1298 0.9663
   2775    -30.1737  -0.0825862   -0.156639 4.45834e-05      126      572     1296             126             572            1296 0.966326
   2780     -30.127   -0.082453   -0.156416 4.44919e-05      126      572     1294             126             572            1294 0.9662
   2785    -30.0805  -0.0823202   -0.156194 4.44003e-05      126      572     1293             126             572            1293 0.966223
   2790    -30.0341  -0.0821878   -0.155972 4.43088e-05      126      572     1290             126             572            1290 0.965942
   2795    -29.9878  -0.0820557   -0.155751 4.42172e-05      125      572     1289             125             572            1289 0.966114
   2800    -29.9417  -0.0819241    -0.15553 4.41255e-05      125      572     1287             125             572            1287 0.965983
   2805    -29.8957  -0.0817928    -0.15531 4.40339e-05      125      572     1281             125             572            1281 0.965251
   2810    -29.8498   -0.081662    -0.15509 4.39422e-05      125      572     1280             125             572            1280 0.965273
   2815    -29.8041  -0.0815315    -0.15487 4.38506e-05      125      572     1276             125             572            1276 0.964839
   2820    -29.7586  -0.0814015   -0.154651 4.37589e-05      125      572     1275             125             572            1275 0.964859
   2825    -29.7132  -0.0812718   -0.154433 4.36671e-05      125      572     1274             125             572            1274 0.964878
   2830    -29.6679  -0.0811425   -0.154214 4.35754e-05      125      572     1273             125             572            1273 0.964893
   2835    -29.6227  -0.0810136   -0.153997 4.34837e-05      123      572     1270             123             572            1270 0.96491
   2840    -29.5777  -0.0808851    -0.15378 4.33919e-05      123      572     1268             123             572            1268 0.964775
   2845    -29.5329  -0.0807569   -0.153563 4.33002e-05      122      572     1268             122             572            1268 0.965095
   2850    -29.4881  -0.0806291   -0.153347 4.32085e-05      122      572     1267             122             572            1267 0.965109
   2855    -29.4435  -0.0805018   -0.153131 4.31167e-05      122      572     1260             122             572            1260 0.964218
   2860    -29.3991  -0.0803748   -0.152915  4.3025e-05      122      572     1260             122             572            1260 0.964385
   2865    -29.3547  -0.0802481   -0.152701 4.29332e-05      122      572     1257             122             572            1257 0.964093
   2870    -29.3105  -0.0801219   -0.152486 4.28415e-05      122      572     1256             122             572            1256 0.964105
   2875    -29.2665   -0.079996   -0.152272 4.27497e-05      114      572     1254             114             572            1254 0.965177
   2880    -29.2225  -0.0798705   -0.152059  4.2658e-05      114      572     1253             114             572            1253 0.9652
   2885    -29.1788  -0.0797453   -0.151846 4.25663e-05      110      572     1252             110             572            1252 0.965835
   2890    -29.1351  -0.0796206   -0.151633 4.24746e-05      110      572     1251             110             572            1251 0.965861
   2895    -29.0915  -0.0794961   -0.151421  4.2383e-05      110      572     1250             110             572            1250 0.965885
   2900    -29.0481  -0.0793721   -0.151209 4.22913e-05      109      572     1249             109             572            1249 0.966061
   2905    -29.0049  -0.0792484   -0.150998 4.21997e-05      109      572     1244             109             572            1244 0.965478
   2910    -28.9617  -0.0791251   -0.150787 4.21081e-05      107      572     1243             107             572            1243 0.965807
   2915    -28.9187  -0.0790022   -0.150577 4.20165e-05      107      572     1243             107             572            1243 0.965985
   2920    -28.8758  -0.0788796   -0.150367 4.19249e-05      106      572     1235             106             572            1235 0.965109
   2925    -28.8331  -0.0787574   -0.150158 4.18334e-05      106      572     1234             106             572            1234 0.965139
   2930    -28.7904  -0.0786355   -0.149949 4.17419e-05      105      572     1229             105             572            1229 0.964718
   2935    -28.7479   -0.078514    -0.14974 4.16505e-05      102      572     1228             102             572            1228 0.965207
   2940    -28.7055  -0.0783928   -0.149532  4.1559e-05      101      572     1227             101             572            1227 0.965394
   2945    -28.6633   -0.078272   -0.149325 4.14677e-05      101      572     1226             101             572            1226 0.96543
   2950    -28.6211  -0.0781515   -0.149117 4.13763e-05      101      572     1225             101             572            1225 0.965462
   2955    -28.5791  -0.0780314   -0.148911  4.1285e-05       92      572     1224              92             572            1224 0.966857
   2960    -28.5372  -0.0779117   -0.148705 4.11938e-05       91      572     1223              91             572            1223 0.967055
   2965    -28.4955  -0.0777923   -0.148499 4.11026e-05       90      572     1220              90             572            1220 0.966949
   2970    -28.4538  -0.0776732   -0.148294 4.10115e-05       90      572     1219              90             572            1219 0.966996
   2975    -28.4123  -0.0775545   -0.148089 4.09204e-05       89      572     1219              89             572            1219 0.967346
   2980    -28.3709  -0.0774361   -0.147884 4.08294e-05       89      572     1218              89             572            1218 0.967391
   2985    -28.3296  -0.0773181    -0.14768 4.07384e-05       89      572     1217              89             572            1217 0.967434
   2990    -28.2885  -0.0772004   -0.147477 4.06475e-05       89      572     1216              89             572            1216 0.967475
   2995    -28.2474   -0.077083   -0.147274 4.05566e-05       89      572     1215              89             572            1215 0.967513
   3000    -28.2065   -0.076966   -0.147071 4.04658e-05       88      572     1215              88             572            1215 0.967856
   3005    -28.1657  -0.0768494   -0.146869 4.03751e-05       88      572     1214              88             572            1214 0.967893
   3010     -28.125   -0.076733   -0.146668 4.02844e-05       88      572     1213              88             572            1213 0.967927
   3015    -28.0844   -0.076617   -0.146466 4.01939e-05       88      572     1213              88             572            1213 0.968112
   3020     -28.044  -0.0765013   -0.146266 4.01033e-05       87      572     1211              87             572            1211 0.968145
   3025    -28.0037   -0.076386   -0.146065 4.00129e-05       87      572     1211              87             572            1211 0.968328
   3030    -27.9634   -0.076271   -0.145866 3.99225e-05       87      572     1210              87             572            1210 0.968358
   3035    -27.9233  -0.0761563   -0.145666 3.98323e-05       87      572     1209              87             572            1209 0.968386
   3040    -27.8834   -0.076042   -0.145467 3.97421e-05       86      572     1208              86             572            1208 0.968564
   3045    -27.8435  -0.0759279   -0.145269 3.96519e-05       86      572     1207              86             572            1207 0.968591
   3050    -27.8037  -0.0758143   -0.145071 3.95619e-05       85      572     1206              85             572            1206 0.96877
   3055    -27.7641  -0.0757009   -0.144873  3.9472e-05       85      572     1205              85             572            1205 0.968795
   3060    -27.7245  -0.0755878   -0.144676 3.93821e-05       85      572     1203              85             572            1203 0.968667
   3065    -27.6851  -0.0754751   -0.144479 3.92923e-05       85      572     1202              85             572            1202 0.96869
   3070    -27.6458  -0.0753627   -0.144283 3.92026e-05       85      572     1202              85             572            1202 0.968863
   3075    -27.6066  -0.0752506   -0.144087 3.91131e-05       83      572     1201              83             572            1201 0.969188
   3080    -27.5675  -0.0751388   -0.143892 3.90236e-05       81      572     1200              81             572            1200 0.969514
   3085    -27.5286  -0.0750274   -0.143697 3.89342e-05       81      572     1200              81             572            1200 0.969689
   3090    -27.4897  -0.0749162   -0.143503 3.88449e-05       81      572     1199              81             572            1199 0.969711
   3095    -27.4509  -0.0748054   -0.143309 3.87557e-05       79      572     1197              79             572            1197 0.969885
   3100    -27.4123  -0.0746949   -0.143115 3.86666e-05       79      572     1197              79             572            1197 0.970059
   3105    -27.3737  -0.0745847   -0.142922 3.85777e-05       76      572     1196              76             572            1196 0.970535
   3110    -27.3353  -0.0744748   -0.142729 3.84888e-05       76      572     1195              76             572            1195 0.970559
   3115     -27.297  -0.0743652   -0.142537    3.84e-05       76      572     1194              76             572            1194 0.970582
   3120    -27.2588   -0.074256   -0.142345 3.83114e-05       76      572     1194              76             572            1194 0.970755
   3125    -27.2207   -0.074147   -0.142154 3.82228e-05       76      572     1193              76             572            1193 0.970775
   3130    -27.1827  -0.0740383   -0.141963 3.81344e-05       76      572     1190              76             572            1190 0.970493
   3135    -27.1448    -0.07393   -0.141773 3.80461e-05       76      572     1189              76             572            1189 0.970513
   3140     -27.107  -0.0738219   -0.141583 3.79579e-05       76      572     1189              76             572            1189 0.970682
   3145    -27.0693  -0.0737142   -0.141393 3.78698e-05       76      572     1188              76             572            1188 0.970699
   3150    -27.0317  -0.0736067   -0.141204 3.77819e-05       76      572     1187              76             572            1187 0.970714
   3155    -26.9942  -0.0734996   -0.141015 3.76941e-05       76      572     1186              76             572            1186 0.970728
   3160    -26.9569  -0.0733927   -0.140827 3.76064e-05       76      572     1184              76             572            1184 0.970592
   3165    -26.9196  -0.0732862   -0.140639 3.75188e-05       76      572     1183              76             572            1183 0.970605
   3170    -26.8824  -0.0731799   -0.140452 3.74313e-05       76      572     1182              76             572            1182 0.970617
   3175    -26.8454   -0.073074   -0.140265  3.7344e-05       76      572     1180              76             572            1180 0.970478
   3180    -26.8084  -0.0729683   -0.140078 3.72568e-05       76      572     1179              76             572            1179 0.970489
   3185    -26.7715  -0.0728629   -0.139892 3.71698e-05       76      572     1178              76             572            1178 0.970499
   3190    -26.7348  -0.0727579   -0.139707 3.70828e-05       75      572     1177              75             572            1177 0.970658
